Key = key-370, Value = value-8611003614900965347, Score = 2
Key = key-523, ValueA = , ValueB = value-2180184719367961397, Score = 1
Key = key-523, ValueA = , ValueB = value-4442082475322260396, Score = 1
Key = key-523, ValueA = , ValueB = value-3079341795263671369, Score = 1
Key = key-523, ValueA = , ValueB = value-3872366797587871969, Score = 1
Key = key-523, ValueA = , ValueB = value-4456158531697069284, Score = 1
Key = key-523, ValueA = , ValueB = value-3211866481954734921, Score = 1
Key = key-523, ValueA = , ValueB = value-3616473381763610886, Score = 1
Key = key-570, Value = value-859639354762522495, Score = 2
Key = key-523, ValueA = , ValueB = value-7219665700413529320, Score = 1
Key = key-523, ValueA = , ValueB = value-102421582483154383, Score = 1
Key = key-571, ValueA = , ValueB = value-5316499736387827791, Score = 1
Key = key-571, ValueA = , ValueB = value-6434867293915801593, Score = 1
Key = key-571, ValueA = , ValueB = value-3618359238371901059, Score = 1
Key = key-571, ValueA = , ValueB = value-1400594640880460336, Score = 1
Key = key-571, ValueA = , ValueB = value-1840484769613852067, Score = 1
Key = key-571, ValueA = , ValueB = value-5513692168999941956, Score = 1
Key = key-571, ValueA = , ValueB = value-8403030537153934345, Score = 1
Key = key-571, Value = value-5316499736387827791, Score = 2
Key = key-765, Value = value-2963611636195069160, Score = 2
Key = key-702, ValueA = , ValueB = value-543047370753445599, Score = 1
Key = key-702, ValueA = , ValueB = value-8944109924676308896, Score = 1
Key = key-702, ValueA = , ValueB = value-6833360953786090615, Score = 1
Key = key-702, ValueA = , ValueB = value-5255725799200040374, Score = 1
Key = key-702, ValueA = , ValueB = value-8424603018921814295, Score = 1
Key = key-702, ValueA = , ValueB = value-3812598162127716250, Score = 1
Key = key-702, ValueA = , ValueB = value-4684930010372479170, Score = 1
Key = key-702, ValueA = , ValueB = value-5010608114519816988, Score = 1
Key = key-702, ValueA = , ValueB = value-3672338641441728696, Score = 1
Key = key-702, Value = value-543047370753445599, Score = 2
Key = key-334, ValueA = , ValueB = value-1020547929804041992, Score = 1
Key = key-334, ValueA = , ValueB = value-1926367060006392402, Score = 1
Key = key-334, ValueA = , ValueB = value-5996885525666883510, Score = 1
Key = key-334, ValueA = , ValueB = value-5968139379619820999, Score = 1
Key = key-334, ValueA = , ValueB = value-3700660415850614800, Score = 1
Key = key-334, ValueA = , ValueB = value-6887333257496123829, Score = 1
Key = key-334, ValueA = , ValueB = value-5664891184784945359, Score = 1
Key = key-524, ValueA = , ValueB = value-6867711648288527838, Score = 1
Key = key-524, ValueA = , ValueB = value-1653051631392870207, Score = 1
Key = key-524, ValueA = , ValueB = value-1128618765764170456, Score = 1
Key = key-524, ValueA = , ValueB = value-4338870216174855765, Score = 1
Key = key-524, ValueA = , ValueB = value-3295806789794908967, Score = 1
Key = key-524, ValueA = , ValueB = value-2890928477342786875, Score = 1
Key = key-524, ValueA = , ValueB = value-8879788530104539790, Score = 1
Key = key-524, ValueA = , ValueB = value-5903378980160264754, Score = 1
Key = key-524, ValueA = , ValueB = value-1176755966215477985, Score = 1
Key = key-941, ValueA = , ValueB = value-7077794656672514448, Score = 1
Key = key-524, ValueA = , ValueB = value-2159354146266495994, Score = 1
Key = key-524, ValueA = , ValueB = value-1233319045741890234, Score = 1
Key = key-524, ValueA = , ValueB = value-5576189992933915131, Score = 1
Key = key-941, ValueA = , ValueB = value-7504057285177148885, Score = 1
Key = key-576, ValueA = , ValueB = value-4779465946725081912, Score = 1
Key = key-941, ValueA = , ValueB = value-4230288609345187571, Score = 1
Key = key-524, Value = value-6867711648288527838, Score = 2
Key = key-941, ValueA = , ValueB = value-1520728973202422675, Score = 1
Key = key-576, ValueA = , ValueB = value-4383794752097112800, Score = 1
Key = key-941, ValueA = , ValueB = value-3855944261758344934, Score = 1
Key = key-576, ValueA = , ValueB = value-4579875876628046625, Score = 1
Key = key-941, ValueA = , ValueB = value-4694791678353691950, Score = 1
Key = key-576, ValueA = , ValueB = value-5472594709682984725, Score = 1
Key = key-941, ValueA = , ValueB = value-1203065289280877647, Score = 1
Key = key-576, ValueA = , ValueB = value-6858519418181001731, Score = 1
Key = key-941, ValueA = , ValueB = value-4443273919453011330, Score = 1
Key = key-576, ValueA = , ValueB = value-6987102730078845676, Score = 1
Key = key-941, Value = value-7077794656672514448, Score = 2
Key = key-576, ValueA = , ValueB = value-2856411339430779368, Score = 1
Key = key-766, ValueA = , ValueB = value-1819652492289290186, Score = 1
Key = key-577, Value = value-548029179604947504, Score = 2
Key = key-766, ValueA = , ValueB = value-2150668841975713014, Score = 1
Key = key-766, ValueA = , ValueB = value-2036037009540517498, Score = 1
Key = key-766, ValueA = , ValueB = value-103521236208587512, Score = 1
Key = key-766, ValueA = , ValueB = value-59099330684296866, Score = 1
Key = key-766, ValueA = , ValueB = value-6349745265714603530, Score = 1
Key = key-766, ValueA = , ValueB = value-5950507912822128795, Score = 1
Key = key-766, ValueA = , ValueB = value-8921744377263699591, Score = 1
Key = key-766, ValueA = , ValueB = value-5707584336777878395, Score = 1
Key = key-766, ValueA = , ValueB = value-5215538441275307475, Score = 1
Key = key-700, ValueA = , ValueB = value-2155545207780280133, Score = 1
Key = key-700, ValueA = , ValueB = value-8998868428080999560, Score = 1
Key = key-700, ValueA = , ValueB = value-8325324269269828797, Score = 1
Key = key-700, ValueA = , ValueB = value-9110901271107308589, Score = 1
Key = key-700, ValueA = , ValueB = value-1237897177838308841, Score = 1
Key = key-700, ValueA = , ValueB = value-3174514747656447872, Score = 1
Key = key-700, ValueA = , ValueB = value-2415273173073584020, Score = 1
Key = key-700, ValueA = , ValueB = value-6485559474943776965, Score = 1
Key = key-700, ValueA = , ValueB = value-1404381000929380541, Score = 1
Key = key-529, ValueA = , ValueB = value-5692504592019404139, Score = 1
Key = key-529, ValueA = , ValueB = value-7455389151662747811, Score = 1
Key = key-529, ValueA = , ValueB = value-5578767063863373921, Score = 1
Key = key-529, ValueA = , ValueB = value-3320530206528902261, Score = 1
Key = key-529, ValueA = , ValueB = value-4370069868934871842, Score = 1
Key = key-529, Value = value-5692504592019404139, Score = 2
Key = key-332, ValueA = , ValueB = value-3303276619608636054, Score = 1
Key = key-332, ValueA = , ValueB = value-3524549102558410998, Score = 1
Key = key-332, ValueA = , ValueB = value-6068827149965680710, Score = 1
Key = key-332, ValueA = , ValueB = value-8866306886520987034, Score = 1
Key = key-332, ValueA = , ValueB = value-4544552618584633429, Score = 1
Key = key-332, ValueA = , ValueB = value-8909060254930222363, Score = 1
Key = key-769, Value = value-1936954189292602299, Score = 2
Key = key-574, ValueA = , ValueB = value-5352767986600811864, Score = 1
Key = key-574, ValueA = , ValueB = value-1695123632557216112, Score = 1
Key = key-574, ValueA = , ValueB = value-1868634895835865240, Score = 1
Key = key-574, ValueA = , ValueB = value-7462453787962240408, Score = 1
Key = key-574, ValueA = , ValueB = value-8490520056844670301, Score = 1
Key = key-574, ValueA = , ValueB = value-1645793634130799698, Score = 1
Key = key-574, ValueA = , ValueB = value-1865002928386762178, Score = 1
Key = key-574, ValueA = , ValueB = value-7838830064955649874, Score = 1
Key = key-574, ValueA = , ValueB = value-6721146307244527991, Score = 1
Key = key-574, Value = value-5352767986600811864, Score = 2
Key = key-947, Value = value-671340563017921487, Score = 2
Key = key-527, ValueA = , ValueB = value-2235083459021049419, Score = 1
Key = key-527, ValueA = , ValueB = value-3551256731730756949, Score = 1
Key = key-948, ValueA = , ValueB = value-7831438834514061837, Score = 1
Key = key-948, ValueA = , ValueB = value-791307811915475740, Score = 1
Key = key-527, ValueA = , ValueB = value-5916277927261225036, Score = 1
Key = key-948, ValueA = , ValueB = value-8784662834434028682, Score = 1
Key = key-527, ValueA = , ValueB = value-1348323270001868947, Score = 1
Key = key-948, ValueA = , ValueB = value-2925309288424226807, Score = 1
Key = key-527, ValueA = , ValueB = value-1407500031854596165, Score = 1
Key = key-948, ValueA = , ValueB = value-2065542435576944484, Score = 1
Key = key-575, ValueA = , ValueB = value-8474358148656468834, Score = 1
Key = key-527, ValueA = , ValueB = value-5712351579927709719, Score = 1
Key = key-575, ValueA = , ValueB = value-6116710455037315552, Score = 1
Key = key-948, ValueA = , ValueB = value-4858697100705243629, Score = 1
Key = key-527, ValueA = , ValueB = value-1769331318898792245, Score = 1
Key = key-575, ValueA = , ValueB = value-5271201120150737477, Score = 1
Key = key-948, ValueA = , ValueB = value-1347620293960287628, Score = 1
Key = key-575, ValueA = , ValueB = value-8467677804522346894, Score = 1
Key = key-527, Value = value-2235083459021049419, Score = 2
Key = key-575, ValueA = , ValueB = value-6709998649569607419, Score = 1
Key = key-948, ValueA = , ValueB = value-6259621093764175701, Score = 1
Key = key-575, ValueA = , ValueB = value-4029405265151316640, Score = 1
Key = key-948, ValueA = , ValueB = value-6810625128132204017, Score = 1
Key = key-575, ValueA = , ValueB = value-4392901020154356953, Score = 1
Key = key-948, ValueA = , ValueB = value-5693746043807777474, Score = 1
Key = key-575, ValueA = , ValueB = value-4034072400810048267, Score = 1
Key = key-575, ValueA = , ValueB = value-6965313829221117216, Score = 1
Key = key-948, Value = value-7831438834514061837, Score = 2
Key = key-575, ValueA = , ValueB = value-5413101769308687869, Score = 1
Key = key-528, ValueA = , ValueB = value-1327066301980002865, Score = 1
Key = key-338, ValueA = , ValueB = value-2237228767849252630, Score = 1
Key = key-528, ValueA = , ValueB = value-523502411783930443, Score = 1
Key = key-338, ValueA = , ValueB = value-3817490482166554413, Score = 1
Key = key-528, ValueA = , ValueB = value-75215054040910823, Score = 1
Key = key-338, ValueA = , ValueB = value-266545703930330319, Score = 1
Key = key-528, ValueA = , ValueB = value-108509712658421449, Score = 1
Key = key-338, ValueA = , ValueB = value-2296967969126892396, Score = 1
Key = key-338, ValueA = , ValueB = value-8633941523042546465, Score = 1
Key = key-338, ValueA = , ValueB = value-7837543235912778658, Score = 1
Key = key-706, ValueA = , ValueB = value-7745232255486638030, Score = 1
Key = key-706, ValueA = , ValueB = value-4268521010829005114, Score = 1
Key = key-706, ValueA = , ValueB = value-1487903754470793058, Score = 1
Key = key-706, ValueA = , ValueB = value-8701459062608943867, Score = 1
Key = key-706, ValueA = , ValueB = value-5828112872092341925, Score = 1
Key = key-706, ValueA = , ValueB = value-8198435778826140467, Score = 1
Key = key-706, ValueA = , ValueB = value-5625602365364300013, Score = 1
Key = key-706, ValueA = , ValueB = value-5495380647995447503, Score = 1
Key = key-706, Value = value-7745232255486638030, Score = 2
Key = key-945, ValueA = , ValueB = value-3000092311779780218, Score = 1
Key = key-945, ValueA = , ValueB = value-9149035272506319130, Score = 1
Key = key-945, ValueA = , ValueB = value-1678520745611247104, Score = 1
Key = key-945, ValueA = , ValueB = value-7716832344197926595, Score = 1
Key = key-771, ValueA = , ValueB = value-8500960601791681277, Score = 1
Key = key-771, ValueA = , ValueB = value-6358703448574786507, Score = 1
Key = key-578, Value = value-2368306873059550796, Score = 2
Key = key-771, ValueA = , ValueB = value-2171233776345717004, Score = 1
Key = key-771, ValueA = , ValueB = value-93464834590533248, Score = 1
Key = key-771, ValueA = , ValueB = value-1162461810351794688, Score = 1
Key = key-771, ValueA = , ValueB = value-4372024217280104545, Score = 1
Key = key-771, ValueA = , ValueB = value-3736359174605027236, Score = 1
Key = key-771, ValueA = , ValueB = value-5224268463101833334, Score = 1
Key = key-771, ValueA = , ValueB = value-1427905338350324865, Score = 1
Key = key-703, ValueA = , ValueB = value-7531099118408119274, Score = 1
Key = key-703, ValueA = , ValueB = value-9202115263447674655, Score = 1
Key = key-703, ValueA = , ValueB = value-281099390005873785, Score = 1
Key = key-703, ValueA = , ValueB = value-5779415252999463310, Score = 1
Key = key-703, ValueA = , ValueB = value-8572522269074552293, Score = 1
Key = key-336, Value = value-6404247678475458170, Score = 2
Key = key-532, ValueA = , ValueB = value-4018183288156686993, Score = 1
Key = key-532, ValueA = , ValueB = value-6524915646832715786, Score = 1
Key = key-532, ValueA = , ValueB = value-8684775747031681093, Score = 1
Key = key-532, ValueA = , ValueB = value-4829556863507314269, Score = 1
Key = key-532, ValueA = , ValueB = value-693703845907881582, Score = 1
Key = key-532, ValueA = , ValueB = value-222074165697344797, Score = 1
Key = key-579, ValueA = , ValueB = value-1901109756645678686, Score = 1
Key = key-532, ValueA = , ValueB = value-7336172078531594428, Score = 1
Key = key-579, ValueA = , ValueB = value-4404368716846233752, Score = 1
Key = key-532, ValueA = , ValueB = value-4551590499096573086, Score = 1
Key = key-579, ValueA = , ValueB = value-6374437519150253220, Score = 1
Key = key-579, ValueA = , ValueB = value-7990389029990857439, Score = 1
Key = key-579, ValueA = , ValueB = value-6107397544911865104, Score = 1
Key = key-579, ValueA = , ValueB = value-8714381854606933301, Score = 1
Key = key-579, ValueA = , ValueB = value-5468499230005966347, Score = 1
Key = key-579, ValueA = , ValueB = value-1373599833320312074, Score = 1
Key = key-579, ValueA = , ValueB = value-3448520541382614484, Score = 1
Key = key-579, ValueA = , ValueB = value-8086631076142721074, Score = 1
Key = key-579, Value = value-1901109756645678686, Score = 2
Key = key-946, ValueA = , ValueB = value-424660146419077117, Score = 1
Key = key-774, Value = value-742849772940291835, Score = 2
Key = key-946, ValueA = , ValueB = value-3524203024101634183, Score = 1
Key = key-946, ValueA = , ValueB = value-1958502037710939132, Score = 1
Key = key-946, ValueA = , ValueB = value-6824638987118418757, Score = 1
Key = key-946, ValueA = , ValueB = value-1423135444707061037, Score = 1
Key = key-946, ValueA = , ValueB = value-791211741375255419, Score = 1
Key = key-946, ValueA = , ValueB = value-6988896637035467648, Score = 1
Key = key-946, ValueA = , ValueB = value-4382700714183788309, Score = 1
Key = key-775, ValueA = , ValueB = value-3754932839083060084, Score = 1
Key = key-775, ValueA = , ValueB = value-2258852799849020020, Score = 1
Key = key-775, ValueA = , ValueB = value-1607246175210980149, Score = 1
Key = key-781, ValueA = , ValueB = value-3642786288612290895, Score = 1
Key = key-775, ValueA = , ValueB = value-117859591415014449, Score = 1
Key = key-781, ValueA = , ValueB = value-1121160406032567852, Score = 1
Key = key-775, ValueA = , ValueB = value-2269266437556464467, Score = 1
Key = key-781, ValueA = , ValueB = value-2922104285534288065, Score = 1
Key = key-775, ValueA = , ValueB = value-5502550181429544264, Score = 1
