Key = key-673146, ValueA = , ValueB = value-8621165726093895168, Score = 1
Key = key-479971, ValueA = , ValueB = value-3607314468200099754, Score = 1
Key = key-479961, ValueA = , ValueB = value-6873973162647053651, Score = 1
Key = key-934259, ValueA = , ValueB = value-3680769586438569956, Score = 1
Key = key-342950, ValueA = , ValueB = value-1512831735229500105, Score = 1
Key = key-622485, ValueA = , ValueB = value-7430150683952414265, Score = 1
Key = key-865683, ValueA = , ValueB = value-7889724283552851105, Score = 1
Key = key-965237, ValueA = , ValueB = value-3667159760738034474, Score = 1
Key = key-979869, ValueA = , ValueB = value-3344219655527638087, Score = 1
Key = key-458379, ValueA = , ValueB = value-1950645071579730469, Score = 1
Key = key-833472, ValueA = , ValueB = value-1212536040082538851, Score = 1
Key = key-983089, ValueA = , ValueB = value-4838022941345321949, Score = 1
Key = key-544381, ValueA = , ValueB = value-5319392270756193577, Score = 1
Key = key-911557, ValueA = , ValueB = value-550239066702873231, Score = 1
Key = key-851121, ValueA = , ValueB = value-7546549832116966478, Score = 1
Key = key-911513, ValueA = , ValueB = value-7548239155759277469, Score = 1
Key = key-483004, ValueA = , ValueB = value-4038015534714322278, Score = 1
Key = key-519427, ValueA = , ValueB = value-4838118352124897253, Score = 1
Key = key-269717, ValueA = , ValueB = value-2882207885093983343, Score = 1
Key = key-483018, ValueA = , ValueB = value-7156984148763961392, Score = 1
Key = key-162939, ValueA = , ValueB = value-3256602351038641646, Score = 1
Key = key-983125, ValueA = , ValueB = value-1221633578382856406, Score = 1
Key = key-194220, ValueA = , ValueB = value-6063116972866290529, Score = 1
Key = key-890855, ValueA = , ValueB = value-1542063240025868227, Score = 1
Key = key-137874, ValueA = , ValueB = value-4431041155041927808, Score = 1
Key = key-387162, ValueA = , ValueB = value-9060018863037366736, Score = 1
Key = key-537241, ValueA = , ValueB = value-2381655355105390478, Score = 1
Key = key-141219, ValueA = , ValueB = value-6501762749906937521, Score = 1
Key = key-180732, ValueA = , ValueB = value-7795428875574940169, Score = 1
Key = key-426914, ValueA = , ValueB = value-5571669818450396036, Score = 1
Key = key-25618, ValueA = , ValueB = value-534070789774471712, Score = 1
Key = key-50602, ValueA = , ValueB = value-227528701277340359, Score = 1
Key = key-558878, ValueA = , ValueB = value-3033683782387523003, Score = 1
Key = key-669060, ValueA = , ValueB = value-8275568474497081821, Score = 1
Key = key-911742, ValueA = , ValueB = value-3139760089115690196, Score = 1
Key = key-287715, ValueA = , ValueB = value-5189977624349683348, Score = 1
Key = key-879081, ValueA = , ValueB = value-5289016047738052441, Score = 1
Key = key-879081, ValueA = , ValueB = value-6395370851848011583, Score = 1
Key = key-412449, ValueA = , ValueB = value-3975720211770825767, Score = 1
Key = key-116151, ValueA = , ValueB = value-2973104755021206633, Score = 1
Key = key-155692, ValueA = , ValueB = value-5195868793066921101, Score = 1
Key = key-155692, ValueA = , ValueB = value-7324540841575859665, Score = 1
Key = key-287813, ValueA = , ValueB = value-3046219003670068149, Score = 1
Key = key-904463, ValueA = , ValueB = value-1810694664359101771, Score = 1
Key = key-248264, ValueA = , ValueB = value-6435278941132263692, Score = 1
Key = key-283876, ValueA = , ValueB = value-7584550267979607922, Score = 1
Key = key-116447, ValueA = , ValueB = value-1813769576109846199, Score = 1
Key = key-679567, ValueA = , ValueB = value-2872250972349480032, Score = 1
Key = key-141402, ValueA = , ValueB = value-3476717876060940390, Score = 1
Key = key-993002, ValueA = , ValueB = value-1653148165607398840, Score = 1
Key = key-508283, ValueA = , ValueB = value-1152393661257087747, Score = 1
Key = key-405193, ValueA = , ValueB = value-5229174224307240317, Score = 1
Key = key-137584, ValueA = , ValueB = value-7570475157036183242, Score = 1
Key = key-861457, ValueA = , ValueB = value-5994203099898829495, Score = 1
Key = key-904588, ValueA = , ValueB = value-8884610322887718430, Score = 1
Key = key-50830, ValueA = , ValueB = value-8899715001977589767, Score = 1
Key = key-679474, ValueA = , ValueB = value-8916615693891570740, Score = 1
Key = key-911965, ValueA = , ValueB = value-6754730680397969088, Score = 1
Key = key-772406, ValueA = , ValueB = value-7981477643523854663, Score = 1
Key = key-679420, ValueA = , ValueB = value-3281834193949805966, Score = 1
Key = key-547765, ValueA = , ValueB = value-2817272482763531815, Score = 1
Key = key-11296, ValueA = , ValueB = value-5975843884710090933, Score = 1
Key = key-419850, ValueA = , ValueB = value-6344328937645743147, Score = 1
Key = key-405208, ValueA = , ValueB = value-3666261946415767811, Score = 1
Key = key-572574, ValueA = , ValueB = value-6640711126510164645, Score = 1
Key = key-740137, ValueA = , ValueB = value-7571242046916989775, Score = 1
Key = key-82979, ValueA = , ValueB = value-6349011556489568946, Score = 1
Key = key-43382, ValueA = , ValueB = value-7930819093073648108, Score = 1
Key = key-576564, ValueA = , ValueB = value-1349372383436729118, Score = 1
Key = key-412086, ValueA = , ValueB = value-8909768533673341298, Score = 1
Key = key-968361, ValueA = , ValueB = value-1142666863532596369, Score = 1
Key = key-861593, ValueA = , ValueB = value-189821754268197218, Score = 1
Key = key-18642, ValueA = , ValueB = value-2129688253429915380, Score = 1
Key = key-137441, ValueA = , ValueB = value-1565587215121773917, Score = 1
Key = key-18601, ValueA = , ValueB = value-3875734541821938287, Score = 1
Key = key-244154, ValueA = , ValueB = value-592208318600865505, Score = 1
Key = key-244124, ValueA = , ValueB = value-4620283827441436787, Score = 1
Key = key-872003, ValueA = , ValueB = value-1007312337485021917, Score = 1
Key = key-283651, ValueA = , ValueB = value-2330509088041799579, Score = 1
Key = key-583441, ValueA = , ValueB = value-2441871461451110168, Score = 1
Key = key-126940, ValueA = , ValueB = value-7305575896481603447, Score = 1
Key = key-25726, ValueA = , ValueB = value-4947877151365393684, Score = 1
Key = key-508008, ValueA = , ValueB = value-5495066580415466315, Score = 1
Key = key-729877, ValueA = , ValueB = value-1778545569195510120, Score = 1
Key = key-686449, ValueA = , ValueB = value-7332113796274390650, Score = 1
Key = key-686432, ValueA = , ValueB = value-8660221363700276219, Score = 1
Key = key-444654, ValueA = , ValueB = value-1938671224432602838, Score = 1
Key = key-772653, ValueA = , ValueB = value-428077326776882354, Score = 1
Key = key-772653, ValueA = , ValueB = value-1977586832851425885, Score = 1
Key = key-772653, ValueA = , ValueB = value-1063395254259168496, Score = 1
Key = key-405091, ValueA = , ValueB = value-1475436635267295496, Score = 1
Key = key-137772, ValueA = , ValueB = value-8899943498448212617, Score = 1
Key = key-294172, ValueA = , ValueB = value-146297122358449898, Score = 1
Key = key-162725, ValueA = , ValueB = value-4308689116234112258, Score = 1
Key = key-123164, ValueA = , ValueB = value-5461249126957916939, Score = 1
Key = key-194807, ValueA = , ValueB = value-3070129386772126224, Score = 1
Key = key-847100, ValueA = , ValueB = value-1573071513856488883, Score = 1
Key = key-265392, ValueA = , ValueB = value-415959800793115650, Score = 1
Key = key-804237, ValueA = , ValueB = value-5210008774797999774, Score = 1
Key = key-194843, ValueA = , ValueB = value-1601538997884072022, Score = 1
Key = key-708151, ValueA = , ValueB = value-6587219376251252361, Score = 1
Key = key-397385, ValueA = , ValueB = value-1042188970369002400, Score = 1
Key = key-733159, ValueA = , ValueB = value-7090334473937037517, Score = 1
Key = key-754989, ValueA = , ValueB = value-4881482041526713093, Score = 1
Key = key-715372, ValueA = , ValueB = value-1689003719750222885, Score = 1
Key = key-772791, ValueA = , ValueB = value-4714393324497729077, Score = 1
Key = key-879539, ValueA = , ValueB = value-6638286405107383942, Score = 1
Key = key-529515, ValueA = , ValueB = value-4046262560175297237, Score = 1
Key = key-108463, ValueA = , ValueB = value-8040174103712455814, Score = 1
Key = key-294299, ValueA = , ValueB = value-6545303873295784240, Score = 1
Key = key-747848, ValueA = , ValueB = value-5891118843538964751, Score = 1
Key = key-890072, ValueA = , ValueB = value-5684488070688344712, Score = 1
Key = key-287129, ValueA = , ValueB = value-2266637024634209776, Score = 1
Key = key-772870, ValueA = , ValueB = value-1210826480173055686, Score = 1
Key = key-35506, ValueA = , ValueB = value-6232103238685978312, Score = 1
Key = key-558223, ValueA = , ValueB = value-2092250548649972662, Score = 1
Key = key-48045, ValueA = , ValueB = value-8704416063812601725, Score = 1
Key = key-872194, ValueA = , ValueB = value-1343822495319173199, Score = 1
Key = key-171080, ValueA = , ValueB = value-1656653719204550062, Score = 1
Key = key-936275, ValueA = , ValueB = value-6163901964927876117, Score = 1
Key = key-449933, ValueA = , ValueB = value-1178197114071432746, Score = 1
Key = key-975837, ValueA = , ValueB = value-6859342873313719752, Score = 1
Key = key-460302, ValueA = , ValueB = value-3237141241725639725, Score = 1
Key = key-934388, ValueA = , ValueB = value-8186367019087216853, Score = 1
Key = key-715494, ValueA = , ValueB = value-4846373982116318872, Score = 1
Key = key-294367, ValueA = , ValueB = value-485379008823132623, Score = 1
Key = key-909393, ValueA = , ValueB = value-6427570759154243237, Score = 1
Key = key-740492, ValueA = , ValueB = value-234190889436825521, Score = 1
Key = key-460293, ValueA = , ValueB = value-1851618325258020693, Score = 1
Key = key-123004, ValueA = , ValueB = value-5599441196931477869, Score = 1
Key = key-108870, ValueA = , ValueB = value-83940418153447837, Score = 1
Key = key-964952, ValueA = , ValueB = value-5577275425126996120, Score = 1
Key = key-146255, ValueA = , ValueB = value-1303281131149958053, Score = 1
Key = key-265575, ValueA = , ValueB = value-8590725168736682060, Score = 1
Key = key-265575, ValueA = , ValueB = value-5602323155685800417, Score = 1
Key = key-631952, ValueA = , ValueB = value-704880700539562411, Score = 1
Key = key-768006, ValueA = , ValueB = value-9208544639615535972, Score = 1
Key = key-21299, ValueA = , ValueB = value-8089569129951290494, Score = 1
Key = key-504304, ValueA = , ValueB = value-5780101566852091660, Score = 1
Key = key-122863, ValueA = , ValueB = value-4378528649208043471, Score = 1
Key = key-606954, ValueA = , ValueB = value-11788403307199529, Score = 1
Key = key-779099, ValueA = , ValueB = value-5674265828378396374, Score = 1
Key = key-290385, ValueA = , ValueB = value-3607387498014430044, Score = 1
Key = key-21115, ValueA = , ValueB = value-43519110149267062, Score = 1
Key = key-518804, ValueA = , ValueB = value-224154587602415594, Score = 1
Key = key-518814, ValueA = , ValueB = value-7718779976610419947, Score = 1
Key = key-265442, ValueA = , ValueB = value-4050697104461795613, Score = 1
Key = key-554307, ValueA = , ValueB = value-8614913821183001095, Score = 1
Key = key-975893, ValueA = , ValueB = value-8032327072317168000, Score = 1
Key = key-460042, ValueA = , ValueB = value-659149558227968217, Score = 1
Key = key-317966, ValueA = , ValueB = value-8499839709008013316, Score = 1
Key = key-133193, ValueA = , ValueB = value-3083483656979804548, Score = 1
Key = key-449657, ValueA = , ValueB = value-263843006237944850, Score = 1
Key = key-802888, ValueA = , ValueB = value-4385107860226722194, Score = 1
Key = key-342566, ValueA = , ValueB = value-366974769752983585, Score = 1
Key = key-48483, ValueA = , ValueB = value-8730380885097818928, Score = 1
Key = key-185239, ValueA = , ValueB = value-2074429707653147281, Score = 1
Key = key-229587, ValueA = , ValueB = value-169281941125968027, Score = 1
Key = key-73509, ValueA = , ValueB = value-8388475372487626029, Score = 1
Key = key-133141, ValueA = , ValueB = value-3033205739444277920, Score = 1
Key = key-133141, ValueA = , ValueB = value-4788342107218054940, Score = 1
Key = key-229992, ValueA = , ValueB = value-7994004935135117004, Score = 1
Key = key-909601, ValueA = , ValueB = value-3537616014310417446, Score = 1
Key = key-488944, ValueA = , ValueB = value-2377716673533003674, Score = 1
Key = key-386370, ValueA = , ValueB = value-3759179400285810907, Score = 1
Key = key-606659, ValueA = , ValueB = value-3887419643097198883, Score = 1
Key = key-802963, ValueA = , ValueB = value-6152529240771031967, Score = 1
Key = key-108026, ValueA = , ValueB = value-7607203719441491109, Score = 1
Key = key-229927, ValueA = , ValueB = value-3693405051988044532, Score = 1
Key = key-386325, ValueA = , ValueB = value-6750130351792529042, Score = 1
Key = key-48346, ValueA = , ValueB = value-7024560357996058515, Score = 1
Key = key-793220, ValueA = , ValueB = value-762400227721171874, Score = 1
Key = key-229914, ValueA = , ValueB = value-8476782118934322972, Score = 1
Key = key-317699, ValueA = , ValueB = value-8718511154035043848, Score = 1
Key = key-73362, ValueA = , ValueB = value-6103192159850798152, Score = 1
Key = key-554150, ValueA = , ValueB = value-3320898546532136854, Score = 1
Key = key-411801, ValueA = , ValueB = value-550212917848014291, Score = 1
Key = key-934757, ValueA = , ValueB = value-3038552382696761479, Score = 1
Key = key-804762, ValueA = , ValueB = value-5569264074526407449, Score = 1
Key = key-185082, ValueA = , ValueB = value-6621442378810457748, Score = 1
Key = key-185082, ValueA = , ValueB = value-8646741783379855499, Score = 1
Key = key-777511, ValueA = , ValueB = value-3885582608935382032, Score = 1
Key = key-909744, ValueA = , ValueB = value-6469767329281944594, Score = 1
Key = key-461708, ValueA = , ValueB = value-2181741265054099554, Score = 1
Key = key-606566, ValueA = , ValueB = value-8523150694000314993, Score = 1
Key = key-911055, ValueA = , ValueB = value-4352556787771028687, Score = 1
Key = key-215202, ValueA = , ValueB = value-6253849833091713996, Score = 1
Key = key-10408, ValueA = , ValueB = value-1022115170892078402, Score = 1
Key = key-229814, ValueA = , ValueB = value-7171764973972927296, Score = 1
Key = key-793312, ValueA = , ValueB = value-8586237433005979758, Score = 1
Key = key-920230, ValueA = , ValueB = value-5322924500492005662, Score = 1
Key = key-108343, ValueA = , ValueB = value-4444309805170128024, Score = 1
Key = key-518604, ValueA = , ValueB = value-7352653978229462995, Score = 1
Key = key-934856, ValueA = , ValueB = value-4036637632666015930, Score = 1
Key = key-934835, ValueA = , ValueB = value-164349276303836132, Score = 1
Key = key-934835, ValueA = , ValueB = value-5893350343667713372, Score = 1
Key = key-793367, ValueA = , ValueB = value-4149781060935564706, Score = 1
Key = key-240177, ValueA = , ValueB = value-5490510698079075389, Score = 1
Key = key-606505, ValueA = , ValueB = value-4625348438619237050, Score = 1
Key = key-554038, ValueA = , ValueB = value-3479132886549547879, Score = 1
Key = key-48737, ValueA = , ValueB = value-6170660930128481320, Score = 1
Key = key-210839, ValueA = , ValueB = value-118270157939127940, Score = 1
Key = key-317486, ValueA = , ValueB = value-8385827251370646577, Score = 1
